Компания,Город,name,region.y,industry,size_cat,year,code_okved,firts_number_okved,ind,employees,income,expenses,receivables,assets,passive,nwc,equity,total_debt,sales,cgs,commercial,ebt,eat,ebit,labor_costs,net_profit_margin,ros
Аэропорты Регионов,Москва,"АЭРОПОРТЫ РЕГИОНОВ, АО УК",Москва,Деятельность аэропортовая,Средние предприятия,2017,52.23.11,52.0,konsalting,197.0,1465516.0,1354330.0,457668.0,806238.0,806238.0,85455.0,-167544.0,973783.0,1396176.0,1283804.0,,111186.0,82301.0,80529.0,890302.0,0.0,0.0
"БГТ, Березовский грузовой терминал",Екатеринбург,"БГТ , ООО БЕРЕЗОВСКИЙ ГРУЗОВОЙ ТЕРМИНАЛ, ООО",Свердловская область,Транспортная обработка грузов,Средние предприятия,2013,52.24,52.0,logistika,78.0,638076.0,600152.0,118014.0,429580.0,429580.0,76966.0,257914.0,171666.0,540208.0,425709.0,448.0,33471.0,26197.0,39907.0,86105.0,0.0,0.0
БПЦ Процессинг,Москва,"БПЦ ПРОЦЕССИНГ, ООО",Москва,Деятельность по созданию и использованию баз данных и информационных ресурсов,Малые предприятия,2016,63.11.1,63.0,internet_servisy,30.0,248057.0,246308.0,111882.0,165760.0,165760.0,-6697.0,9608.0,156152.0,227348.0,196238.0,7361.0,2031.0,1344.0,1782.0,93176.0,0.0,0.0
БЭЛ Девелопмент,Москва,"БЭЛ ДЕВЕЛОПМЕНТ, ООО",Москва,Консультирование по вопросам коммерческой деятельности и управления,Малые предприятия,2017,70.22,70.0,nedvizhimost,38.0,795881.0,604493.0,252501.0,6156521.0,6156521.0,-58141.0,3313335.0,2843186.0,253287.0,105781.0,,191388.0,193515.0,112234.0,125490.0,1.0,0.0
Байкал Телепорт,Иркутск,"БАЙКАЛ ТЕЛЕПОРТ, ЗАО",Иркутская область,Деятельность в области связи на базе беспроводных технологий,Малые предприятия,2019,61.2,61.0,telekommunikaciya,29.0,161597.0,142240.0,5344.0,76618.0,76618.0,-7440.0,38904.0,37714.0,159374.0,106134.0,,19356.0,12889.0,19904.0,23224.0,0.0,0.0
Барит Урала,Челябинск,"БАРИТ УРАЛА, ООО",Челябинская область,Торговля оптовая неспециализированная,Малые предприятия,2017,46.9,46.0,logistika,11.0,522229.0,469211.0,194387.0,207166.0,207166.0,186243.0,176903.0,30263.0,515443.0,432751.0,18928.0,53018.0,41594.0,53833.0,7682.0,0.0,0.0
Белл Экуипмент Руссланд (Bell Equipment Rus),Москва,"БЕЛЛ ЭКУИПМЕНТ РУССЛАНД, ООО",Москва,"Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов",Малые предприятия,2014,46.69.1,46.0,transport,7.0,746815.0,700319.0,37840.0,357001.0,357001.0,157785.0,122508.0,234492.0,622895.0,537422.0,58755.0,-12112.0,-7717.0,-9876.0,23210.0,-0.0,-0.0
Белла Волга,Нижний Новгород,"БЕЛЛА ВОЛГА, ООО",Нижегородская область,"Торговля оптовая изделиями, применяемыми в медицинских целях",Средние предприятия,2017,46.46.2,46.0,tovary_narodnogo_potrebleniya,148.0,1916578.0,1837844.0,209120.0,685370.0,685370.0,257426.0,295667.0,389703.0,1913907.0,1483836.0,280128.0,78733.0,61776.0,79924.0,146922.0,0.0,0.0
"Бизнес Партнер, Великий Новгород",Великий Новгород,"БИЗНЕС ПАРТНЕР, ООО",Новгородская область,Торговля оптовая за вознаграждение или на договорной основе,Средние предприятия,2019,46.1,46.0,finansovye_uslugi,16.0,1601761.0,1596034.0,104517.0,152901.0,152901.0,71541.0,12425.0,140476.0,1601415.0,1542574.0,49903.0,5727.0,4545.0,7457.0,22508.0,0.0,0.0
Бизнес Путь Групп,Краснодар,"БИЗНЕС ПУТЬ ГРУПП, ООО",Краснодарский край,"Деятельность вспомогательная прочая, связанная с перевозками",Средние предприятия,2017,52.29,52.0,transport,87.0,1262539.0,1246972.0,166538.0,552831.0,552831.0,-151002.0,35574.0,517257.0,1091619.0,994212.0,,15567.0,11212.0,21659.0,13848.0,0.0,0.0
Биона (Biona),Белгород,"БИОНА, ООО",Белгородская область,Торговля оптовая кормами для сельскохозяйственных животных,Малые предприятия,2017,46.21.14,46.0,selskoe_hozyaystvo,34.0,254692.0,254982.0,25085.0,83583.0,83583.0,4198.0,9099.0,74484.0,235207.0,171249.0,57906.0,-289.0,-759.0,-225.0,27248.0,-0.0,-0.0
Биопси Медикал,Москва,"БИОПСИ МЕДИКАЛ, ООО",Москва,Торговля оптовая фармацевтической продукцией,Малые предприятия,2017,46.46,46.0,farmacevtika,9.0,129677.0,124662.0,8068.0,48347.0,48347.0,24121.0,15813.0,32534.0,124981.0,100526.0,28850.0,5014.0,3881.0,3685.0,,0.0,0.0
Биофармлаб,Дубна,"БИОФАРМЛАБ, ООО",Московская область,Производство парфюмерных и косметических средств,Средние предприятия,2017,20.42,20.0,tovary_narodnogo_potrebleniya,60.0,855192.0,515193.0,427324.0,952661.0,952661.0,465446.0,700658.0,252002.0,841580.0,234031.0,169480.0,339998.0,333118.0,346156.0,63632.0,-10.0,-2.0
Бицерба Рус (Bizerba),Москва,"БИЦЕРБА РУС, ООО",Москва,"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",Средние предприятия,2013,46.69.9,46.0,torgovlya,61.0,1335150.0,1207866.0,105537.0,255258.0,255258.0,132098.0,145633.0,109624.0,879858.0,634663.0,100895.0,83934.0,66675.0,83669.0,101208.0,-0.0,-1.0
Бонус-Эдвайзер,Москва,"БОНУС-ЭДВАЙЗЕР, ООО",Москва,Деятельность рекламных агентств,Средние предприятия,2015,73.11,73.0,konsalting,26.0,1146736.0,844982.0,90613.0,195879.0,195879.0,-7608.0,56654.0,139224.0,841008.0,562435.0,,232203.0,185727.0,228895.0,67988.0,0.0,0.0
Борге (Borge),Дзержинский,"БОРГЕ, ООО",Московская область,Торговля оптовая прочими строительными материалами и изделиями,Малые предприятия,2017,46.73.6,46.0,torgovlya,35.0,406869.0,396613.0,21767.0,82056.0,82056.0,46072.0,43993.0,38063.0,399520.0,313320.0,69776.0,10255.0,7622.0,11959.0,32401.0,0.0,0.0
Босла (Bosla),Москва,"БОСЛА, ООО",Москва,Производство бумажных канцелярских принадлежностей,Средние предприятия,2018,17.23,17.0,tovary_narodnogo_potrebleniya,29.0,331406.0,284261.0,41906.0,135383.0,135383.0,66588.0,81843.0,53540.0,318122.0,229166.0,14552.0,46812.0,37340.0,47524.0,16632.0,0.0,0.0
Бриз Строительные Машины,Москва,"БРИЗ СТРОИТЕЛЬНЫЕ МАШИНЫ, ООО",Москва,Торговля оптовая неспециализированная,Малые предприятия,2013,46.9,46.0,torgovlya,28.0,742745.0,719975.0,226162.0,396050.0,385850.0,163994.0,34260.0,351590.0,501586.0,430047.0,21463.0,11066.0,10771.0,15633.0,11115.0,-0.0,0.0
Броен (запорная арматура),Московская область,"БРОЕН, ООО",Московская область,Производство арматуры трубопроводной,Средние предприятия,2013,28.14,28.0,mashinostroenie,134.0,1629226.0,1435463.0,170951.0,1754915.0,1754915.0,975043.0,1329565.0,425350.0,1574922.0,1020276.0,190772.0,222077.0,176001.0,211772.0,170293.0,0.0,0.0
БьютиСервис,Москва,"БЬЮТИСЕРВИС, ООО",Москва,Торговля оптовая парфюмерными и косметическими товарами,Средние предприятия,2017,46.45,46.0,torgovlya,64.0,996150.0,905943.0,53744.0,375226.0,375226.0,178207.0,239903.0,135323.0,916169.0,789511.0,51843.0,90095.0,71646.0,89585.0,42903.0,0.0,0.0
Бэби Хит,Новосибирск,"БЭБИ ХИТ, ООО",Новосибирская область,Торговля оптовая неспециализированная,Малые предприятия,2013,46.9,46.0,torgovlya,25.0,154444.0,155931.0,81907.0,178111.0,178111.0,71489.0,33646.0,144465.0,199967.0,156302.0,51779.0,-6130.0,-6359.0,-3848.0,18664.0,-0.0,-0.0
ВАС Экспертс (VAS Experts),Санкт-Петербург,"ВАС ЭКСПЕРТС, ООО",Санкт-Петербург,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",Малые предприятия,2017,62,62.0,informacionnye_tehnologii,25.0,194464.0,99330.0,79283.0,190486.0,190486.0,57204.0,162091.0,37816.0,166683.0,30415.0,11529.0,95134.0,93378.0,95134.0,,1.0,1.0
ВНИПИпромтехнологии,Москва,"ВНИПИПРОМТЕХНОЛОГИИ, АО",Москва,Научные исследования и разработки в области естественных и технических наук прочие,Малые предприятия,2015,72.19,72.0,obrazovanie,,,,186078.0,578064.0,578064.0,91980.0,41425.0,536639.0,621811.0,713848.0,,-305079.0,-294965.0,-269537.0,532836.0,-1.0,-0.0
ВТБ Мобайл,Москва,"ВТБ МОБАЙЛ, ООО",Москва,Деятельность в области связи на базе проводных технологий,Малые предприятия,2019,61.1,61.0,telekommunikaciya,21.0,207911.0,236165.0,7350.0,189126.0,189126.0,64351.0,142524.0,46602.0,187471.0,76379.0,,-28255.0,-19076.0,-29744.0,82397.0,-25.0,-27.0
ВЫСОТАремстрой,Волгоград,"ВЫСОТАРЕМСТРОЙ, ООО",Волгоградская область,"Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах",Средние предприятия,2016,47.52.7,47.0,stroitelstvo,72.0,1132671.0,1090192.0,113939.0,251804.0,251804.0,145581.0,122701.0,129103.0,1053719.0,889126.0,134700.0,39065.0,31110.0,42563.0,68452.0,0.0,0.0
ВеМаТэк-Стройтехнология,Москва,"ВЕМАТЭК-СТРОЙТЕХНОЛОГИЯ, ООО",Москва,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,Малые предприятия,2013,46.19,46.0,torgovlya,22.0,353750.0,347479.0,102266.0,251102.0,251102.0,123239.0,13911.0,237192.0,444379.0,370764.0,70244.0,11347.0,3805.0,22491.0,42271.0,-0.0,0.0
Верфау (Werfau),Санкт-Петербург,"ВЕРФАУ, АО",Санкт-Петербург,"Производство прочего оборудования, применяемого в медицинских целях",Малые предприятия,2013,26.60.9,26.0,stroitelstvo,61.0,623935.0,611106.0,289765.0,527138.0,527138.0,81180.0,-15254.0,542392.0,508149.0,455970.0,129.0,-10080.0,-12812.0,221.0,110324.0,-0.0,0.0
Виас,Красноярск,"ВИАС, ООО ТК",Красноярский край,Торговля оптовая пищевыми маслами и жирами,Средние предприятия,2018,46.33.3,46.0,logistika,70.0,625415.0,622161.0,109406.0,333244.0,333244.0,16574.0,-195.0,333439.0,795938.0,711267.0,63320.0,4263.0,3261.0,6099.0,25206.0,0.0,0.0
Вива-Стар,Москва,"ВИВА-СТАР, ООО",Москва,Прочие виды полиграфической деятельности,Малые предприятия,2014,18.12,18.0,poligraficheskaya_deyatelnost,76.0,313537.0,307900.0,8064.0,43673.0,43673.0,-10798.0,-4655.0,48328.0,306738.0,269688.0,10212.0,136.0,-1169.0,819.0,46341.0,-0.0,0.0
